long_name;short_name;author;organization
"""Дети страны советов"". выставка (2017; Санкт-Петербург).   Дети Страны Советов : [каталог] / авторы статей: Павел Бельский, Ирина Золотинкина ... и др. - СПб. : Palace Editions, 2017. - 156 с. : ил. ; 23 см. - (Гос. Русский музей: Альманах ; Вып. 501). - ГРМ, Мраморный дворец (СПб.): 7 сент. - 20 ноя. 2017. - ISBN 978-5-93332-581-9.";Дети Страны Советов;;ГРМ, Мраморный дворец (СПб.): 7 сент. - 20 ноя. 2017
"""Густав Климт. Эгон Шиле. Рисунки из музея Альбертина (Вена)"". выставка (2017-2018; Москва).   Густав Климт. Эгон Шиле : Рисунки из музея Альбертина (Вена) / авт. текстов К. Альбрехт и др. - М. : ГМИИ им. А.С. Пушкина, 2017. - 191 с. : ил. ; 29 см. - Библиогр.: с. 190-191. - ГМИИ им. А.С. Пушкина (Москва): 10 окт. - 14 янв. 2018. - ISBN 978-5-4330-0076-6.";Густав Климт. Эгон Шиле;;ГМИИ им. А.С. Пушкина (Москва): 10 окт. - 14 янв. 2018
"Титова, Елизавета Александровна.   Готика : книга для детей 9-12 лет / Е.А. Титова, К.Т. Медведева. - М. : Московский Кремль, 2017. - 51 c. : ил. ; 33 см. - ISBN 978-5-88678-306-3.";Готика;Титова Е.А.;
"Тяжелов, Венедикт Николаевич.   Государственный музей изобразительных искусств им. А.С. Пушкина : Путеводитель : Искусство Древнего мира. Византийское и Западноевропейское искусство VIII- XVIII веков / В.Н. Тяжелов. - Изд. 6-е. - М. : ГМИИ им. А.С. Пушкина : Красная площадь, 2017. - 399 c. : ил. ; 24 см. - ISBN 978  5 906480 15 6.";Государственный музей изобразительных искусств им. А.С. Пушкина;Тяжелов В.Н.;
"""Голос времени. Советский фарфор: искусство и пропаганда"". выставка (2017-2018; Санкт-Петербург).   Голос времени : Советский фарфор : искусство и пропаганда / куратор и авт. вступ. ст. Т.В. Кумзерова. - СПб. : Издательство Государственного Эрмитажа, 2017. - 239 с. : ил. ; 28 см. - Библиогр.: с. 230-233. - Гос. Эрмитаж (С.-Петербург): 22 дек. 2017 -1 апр. 2018. - ISBN 978-5-93572-761-1.";Голос времени;;Гос. Эрмитаж (С.-Петербург): 22 дек. 2017 -1 апр. 2018
Молева, Нина Михайловна.    Избранные статьи / Н.М. Молева. - М. : Новая реальность, 2016-. - 30 см.   Год 2016. -  2017. - 96 с. : ил. - На тит. л. автограф автора. - ISBN 978-5-905254-31-4.;Год 2016;Молева Н.М.;На тит. л. автограф автора
"Шама, Саймон.   Глаза Рембрандта / С. Шама ; пер. с англ. В. Ахтырской. - СПб. : Азбука, 2017. - 956 с. : ил. ; 24 см. - Библиогр.: с. 927-933. - ISBN 978-5-389-10756-4.";Глаза Рембрандта;Шама С.;
   Труды Государственного Эрмитажа / Гос. Эрмитаж. - М. : Искусство, 1956 - 20 . - 27 см.   Т. 84 : Геральдика: исследования и практика : материалы науч. конференции 19-20 февраля 2016 г. / гл. ред. Г.В. Вилинбахов. -  2017. - 169 с. : ил. - Библиогр. в постат. примеч. - Гос. Эрмитаж (С.-Петербург): 19-20 февр. 2016. - ISBN 978-5-93572-711-6.;Геральдика: исследования и практика;;Гос. Эрмитаж (С.-Петербург): 19-20 февр. 2016
"""Георгий Шишкин"". выставка (2017; Санкт-Петербург).   Георгий Шишкин = Guéorgui Chichkine : [каталог] / текст: Ольга Глушкова. - СПб. : Palace Editions, 2017. - 84 с. : ил. ; 23 см. - (Гос. Русский музей: Альманах ; Вып. 508). - Гос. Русский музей, Михайловский замок (СПб.): 28 июня - 31 июля 2017. - ISBN 978-5-93332-588-8.";Георгий Шишкин;;Гос. Русский музей, Михайловский замок (СПб.): 28 июня - 31 июля 2017
"""Георг Фридрих Шмидт (1712–1775). Гравер короля"". выставка (2017; Санкт-Петербург).   Георг Фридрих Шмидт (1712-1775) : Гравер короля : кат. выст. / авт. текста Н.К. Масюлионите. - СПб. : Издательство Государственного Эрмитажа, 2017. - 199 с. : ил. ; 28 см. - Библиогр.: с. 192-193. - Гос. Эрмитаж (С.-Петербург): 5 сент. - 19 нояб. 2017. - ISBN 978-5-93572-725-3.";Георг Фридрих Шмидт (1712-1775);;Гос. Эрмитаж (С.-Петербург): 5 сент. - 19 нояб. 2017
